title,pubdate,id,authors,categories,search,abstract,displaydate
"Benchmarking Foundation Models on Exceptional Cases: Dataset Creation
  and Validation",2024-10-23 16:24:23+00:00,http://arxiv.org/abs/2410.18001v1,"Suho Kang, Jungyang Park, Joonseo Ha, SoMin Kim, JinHyeong Kim, Subeen Park, Kyungwoo Song",cs.AI,poetry,"Foundation models (FMs) have achieved significant success across various
tasks, leading to research on benchmarks for reasoning abilities. However,
there is a lack of studies on FMs performance in exceptional scenarios, which
we define as out-of-distribution (OOD) reasoning tasks. This paper is the first
to address these cases, developing a novel dataset for evaluation of FMs across
multiple modalities, including graphic novels, calligraphy, news articles, and
lyrics. It includes tasks for instance classification, character recognition,
token prediction, and text generation. The paper also proposes prompt
engineering techniques like Chain-of-Thought (CoT) and CoT+Few-Shot to enhance
performance. Validation of FMs using various methods revealed improvements. The
code repository is accessible at:
https://github.com/MLAI-Yonsei/ExceptionalBenchmark",2024-10-23
Does ChatGPT Have a Poetic Style?,2024-10-20 06:01:34+00:00,http://arxiv.org/abs/2410.15299v2,"Melanie Walsh, Anna Preus, Elizabeth Gronski",cs.CL,poetry,"Generating poetry has become a popular application of LLMs, perhaps
especially of OpenAI's widely-used chatbot ChatGPT. What kind of poet is
ChatGPT? Does ChatGPT have its own poetic style? Can it successfully produce
poems in different styles? To answer these questions, we prompt the GPT-3.5 and
GPT-4 models to generate English-language poems in 24 different poetic forms
and styles, about 40 different subjects, and in response to 3 different writing
prompt templates. We then analyze the resulting 5.7k poems, comparing them to a
sample of 3.7k poems from the Poetry Foundation and the Academy of American
Poets. We find that the GPT models, especially GPT-4, can successfully produce
poems in a range of both common and uncommon English-language forms in
superficial yet noteworthy ways, such as by producing poems of appropriate
lengths for sonnets (14 lines), villanelles (19 lines), and sestinas (39
lines). But the GPT models also exhibit their own distinct stylistic
tendencies, both within and outside of these specific forms. Our results show
that GPT poetry is much more constrained and uniform than human poetry, showing
a strong penchant for rhyme, quatrains (4-line stanzas), iambic meter,
first-person plural perspectives (we, us, our), and specific vocabulary like
""heart,"" ""embrace,"" ""echo,"" and ""whisper.""",2024-10-20
LLM-based multi-agent poetry generation in non-cooperative environments,2024-09-05 16:12:29+00:00,http://arxiv.org/abs/2409.03659v2,"Ran Zhang, Steffen Eger",cs.CL,poetry,"Despite substantial progress of large language models (LLMs) for automatic
poetry generation, the generated poetry lacks diversity while the training
process differs greatly from human learning. Under the rationale that the
learning process of the poetry generation systems should be more human-like and
their output more diverse and novel, we introduce a framework based on social
learning where we emphasize non-cooperative interactions besides cooperative
interactions to encourage diversity. Our experiments are the first attempt at
LLM-based multi-agent systems in non-cooperative environments for poetry
generation employing both TRAINING-BASED agents (GPT-2) and PROMPTING-BASED
agents (GPT-3 and GPT-4). Our evaluation based on 96k generated poems shows
that our framework benefits the poetry generation process for TRAINING-BASED
agents resulting in 1) a 3.0-3.7 percentage point (pp) increase in diversity
and a 5.6-11.3 pp increase in novelty according to distinct and novel n-grams.
The generated poetry from TRAINING-BASED agents also exhibits group divergence
in terms of lexicons, styles and semantics. PROMPTING-BASED agents in our
framework also benefit from non-cooperative environments and a more diverse
ensemble of models with non-homogeneous agents has the potential to further
enhance diversity, with an increase of 7.0-17.5 pp according to our
experiments. However, PROMPTING-BASED agents show a decrease in lexical
diversity over time and do not exhibit the group-based divergence intended in
the social network. Our paper argues for a paradigm shift in creative tasks
such as automatic poetry generation to include social learning processes (via
LLM-based agent modeling) similar to human interaction.",2024-09-05
Rhyme-aware Chinese lyric generator based on GPT,2024-08-19 16:17:20+00:00,http://arxiv.org/abs/2408.10130v1,"Yixiao Yuan, Yangchen Huang, Yu Ma, Xinjin Li, Zhenglin Li, Yiming Shi, Huapeng Zhou","cs.CL, cs.AI",poetry,"Neural language representation models such as GPT, pre-trained on large-scale
corpora, can effectively capture rich semantic patterns from plain text and be
fine-tuned to consistently improve natural language generation performance.
However, existing pre-trained language models used to generate lyrics rarely
consider rhyme information, which is crucial in lyrics. Using a pre-trained
model directly results in poor performance. To enhance the rhyming quality of
generated lyrics, we incorporate integrated rhyme information into our model,
thereby improving lyric generation performance.",2024-08-19
"Improving Structural Diversity of Blackbox LLMs via
  Chain-of-Specification Prompting",2024-08-12 14:34:06+00:00,http://arxiv.org/abs/2408.06186v1,"Halley Young, Yimeng Zeng, Jacob Gardner, Osbert Bastani","cs.CL, cs.LG",poetry,"The capability to generate diverse text is a key challenge facing large
language models (LLMs). Thus far, diversity has been studied via metrics such
as $n$-gram diversity or diversity of BERT embeddings. However, for these kinds
of diversity, the user has little control over the dimensions along which
diversity is considered. For example, in the poetry domain, one might desire
diversity in terms of rhyme and meter, whereas in the code domain, one might
desire diversity in terms of the kinds of expressions used to solve a problem.
We propose a diversity metric called structural diversity, where the user
provides a mapping from generated text to features capturing the kinds of
diversity that they care about. In addition, we propose a novel strategy called
chain-of-specification (CoS) prompting for improving diversity by first having
the LLM generate a specification encoding one instance of structural features,
and then prompting the LLM to generate text that satisfies these features;
notably, our strategy works with blackbox LLMs. In our experiments, we show
that for structural diversity in the poetry and code domains, CoS significantly
improves diversity compared to several baselines.",2024-08-12
Evaluating Diversity in Automatic Poetry Generation,2024-06-21 16:03:21+00:00,http://arxiv.org/abs/2406.15267v1,"Yanran Chen, Hannes Gröner, Sina Zarrieß, Steffen Eger",cs.CL,poetry,"Natural Language Generation (NLG), and more generally generative AI, are
among the currently most impactful research fields. Creative NLG, such as
automatic poetry generation, is a fascinating niche in this area. While most
previous research has focused on forms of the Turing test when evaluating
automatic poetry generation - can humans distinguish between automatic and
human generated poetry - we evaluate the diversity of automatically generated
poetry, by comparing distributions of generated poetry to distributions of
human poetry along structural, lexical, semantic and stylistic dimensions,
assessing different model types (word vs. character-level, general purpose LLMs
vs. poetry-specific models), including the very recent LLaMA3, and types of
fine-tuning (conditioned vs. unconditioned). We find that current automatic
poetry systems are considerably underdiverse along multiple dimensions - they
often do not rhyme sufficiently, are semantically too uniform and even do not
match the length distribution of human poetry. Our experiments reveal, however,
that style-conditioning and character-level modeling clearly increases
diversity across virtually all dimensions we explore. Our identified
limitations may serve as the basis for more genuinely diverse future poetry
generation models.",2024-06-21
GPT Czech Poet: Generation of Czech Poetic Strophes with Language Models,2024-06-18 06:19:45+00:00,http://arxiv.org/abs/2407.12790v1,"Michal Chudoba, Rudolf Rosa",cs.CL,poetry,"High-quality automated poetry generation systems are currently only available
for a small subset of languages. We introduce a new model for generating poetry
in Czech language, based on fine-tuning a pre-trained Large Language Model. We
demonstrate that guiding the generation process by explicitly specifying
strophe parameters within the poem text strongly improves the effectiveness of
the model. We also find that appropriate tokenization is crucial, showing that
tokenization methods based on syllables or individual characters instead of
subwords prove superior in generating poetic strophes. We further enhance the
results by introducing \textit{Forced~generation}, adding explicit
specifications of meter and verse parameters at inference time based on the
already generated text. We evaluate a range of setups, showing that our
proposed approach achieves high accuracies in rhyming and metric aspects of
formal quality of the generated poems.",2024-06-18
MUGC: Machine Generated versus User Generated Content Detection,2024-03-28 07:33:53+00:00,http://arxiv.org/abs/2403.19725v1,"Yaqi Xie, Anjali Rawal, Yujing Cen, Dixuan Zhao, Sunil K Narang, Shanu Sushmita","cs.CL, cs.AI, cs.LG",poetry,"As advanced modern systems like deep neural networks (DNNs) and generative AI
continue to enhance their capabilities in producing convincing and realistic
content, the need to distinguish between user-generated and machine generated
content is becoming increasingly evident. In this research, we undertake a
comparative evaluation of eight traditional machine-learning algorithms to
distinguish between machine-generated and human-generated data across three
diverse datasets: Poems, Abstracts, and Essays. Our results indicate that
traditional methods demonstrate a high level of accuracy in identifying
machine-generated data, reflecting the documented effectiveness of popular
pre-trained models like RoBERT. We note that machine-generated texts tend to be
shorter and exhibit less word variety compared to human-generated content.
While specific domain-related keywords commonly utilized by humans, albeit
disregarded by current LLMs (Large Language Models), may contribute to this
high detection accuracy, we show that deeper word representations like word2vec
can capture subtle semantic variances. Furthermore, readability, bias, moral,
and affect comparisons reveal a discernible contrast between machine-generated
and human generated content. There are variations in expression styles and
potentially underlying biases in the data sources (human and
machine-generated). This study provides valuable insights into the advancing
capacities and challenges associated with machine-generated content across
various domains.",2024-03-28
"CharPoet: A Chinese Classical Poetry Generation System Based on
  Token-free LLM",2024-01-07 15:00:36+00:00,http://arxiv.org/abs/2401.03512v3,"Chengyue Yu, Lei Zang, Jiaotuan Wang, Chenyi Zhuang, Jinjie Gu","cs.CL, cs.AI, cs.LG",poetry,"Automatic Chinese classical poetry generation has attracted much research
interest, but achieving effective control over format and content
simultaneously remains challenging. Traditional systems usually accept keywords
as user inputs, resulting in limited control over content. Large language
models (LLMs) improve content control by allowing unrestricted user
instructions, but the token-by-token generation process frequently makes format
errors. Motivated by this, we propose CharPoet, a Chinese classical poetry
generation system based on token-free LLM, which provides effective control
over both format and content. Our token-free architecture generates in a
character-by-character manner, enabling precise control over the number of
characters. Pruned from existing token-based LLMs, CharPoet inherits their
pretrained capabilities and can generate poetry following instructions like
""Write me a poem for my mother's birthday."" CharPoet achieves format accuracy
above 0.96, outperforming Jiuge-GPT-2 (0.91) and GPT-4 (0.38). In terms of
content quality, CharPoet surpasses traditional systems including Jiuge, and is
comparable to other LLMs. Our system is open source and available at
https://modelscope.cn/models/CharPoet/CharPoet. A video demonstration of
CharPoet is available at https://youtu.be/voZ25qEp3Dc.",2024-01-07
"TPPoet: Transformer-Based Persian Poem Generation using Minimal Data and
  Advanced Decoding Techniques",2023-12-04 18:52:26+00:00,http://arxiv.org/abs/2312.02125v2,"Amir Panahandeh, Hanie Asemi, Esmaeil Nourani","cs.CL, cs.AI, cs.LG",poetry,"Recent advances in language models (LMs), have demonstrated significant
efficacy in tasks related to the arts and humanities. While LMs have exhibited
exceptional performance across a wide range of natural language processing
tasks, there are notable challenges associated with their utilization on small
datasets and their ability to replicate more creative human capacities. In this
study, we aim to address these challenges by training a Persian classical
poetry generation model using a transformer architecture on a specialized
dataset with no pretraining. Additionally, we propose a novel decoding method
to enhance coherence and meaningfulness in the generated poetry, effectively
managing the tradeoff between diversity and quality. Furthermore, the results
of our training approach and the proposed decoding method are evaluated through
comprehensive set of automatic and human evaluations and showed its superior
capability to generate coherent and meaningful poetry in compare to other
decoding methods and an existing Persian large language model (LLM).",2023-12-04
